GPS BIIR-2  (PRN 13)    
1 24876U 97035A   22189.30264234  .00000077  00000+0  00000+0 0  9999
2 24876  55.5144 154.8606 0059160  51.1051 309.4023  2.00563123183079
GPS BIIR-4  (PRN 20)    
1 26360U 00025A   22189.37393058 -.00000049  00000+0  00000+0 0  9996
2 26360  54.0739  78.0016 0047640 184.0679 317.0694  2.00570601162397
GPS BIIR-6  (PRN 22)    
1 26605U 00071A   22189.19706375  .00000071  00000+0  00000+0 0  9993
2 26605  55.0983 151.8485 0136600 254.4899 247.4890  2.00558837158635
GPS BIIR-8  (PRN 16)    
1 27663U 03005A   22189.32546203 -.00000002  00000+0  00000+0 0  9990
2 27663  55.4970 272.2335 0125416  41.1199  44.5138  2.00563299142439
GPS BIIR-9  (PRN 21)    
1 27704U 03010A   22189.39764850 -.00000060  00000+0  00000+0 0  9993
2 27704  55.0326  22.4580 0244340 306.6622  47.2517  2.00557029141222
GPS BIIR-11 (PRN 19)    
1 28190U 04009A   22189.53838222 -.00000066  00000+0  00000+0 0  9999
2 28190  55.9921 333.2117 0090675 121.7603 273.0134  2.00559939134077
GPS BIIR-13 (PRN 02)    
1 28474U 04045A   22189.57937937 -.00000059  00000+0  00000+0 0  9993
2 28474  55.3593  22.5955 0205969 279.2166  55.0994  2.00561459129555
GPS BIIRM-1 (PRN 17)    
1 28874U 05038A   22189.46797471 -.00000065  00000+0  00000+0 0  9992
2 28874  56.0572 330.6501 0137615 274.4899  92.6811  2.00575078122961
GPS BIIRM-2 (PRN 31)    
1 29486U 06042A   22189.08453766  .00000113  00000+0  00000+0 0  9995
2 29486  54.7147 208.4531 0103596  21.7460 343.5553  2.00552192115513
GPS BIIRM-3 (PRN 12)    
1 29601U 06052A   22189.51643862  .00000001  00000+0  00000+0 0  9997
2 29601  55.5041 271.1647 0083354  74.6668 286.3116  2.00552202114537
GPS BIIRM-4 (PRN 15)    
1 32260U 07047A   22189.33181915  .00000043  00000+0  00000+0 0  9999
2 32260  53.3200 139.6794 0140304  62.7416 298.6564  2.00573644107936
GPS BIIRM-5 (PRN 29)    
1 32384U 07062A   22189.40227943 -.00000065  00000+0  00000+0 0  9998
2 32384  56.1770 331.4165 0020935 138.6859  42.5741  2.00563272106636
GPS BIIRM-6 (PRN 07)    
1 32711U 08012A   22189.24614375  .00000114  00000+0  00000+0 0  9993
2 32711  54.4750 207.3771 0164738 231.3184 127.2501  2.00565771104870
GPS BIIRM-8 (PRN 05)    
1 35752U 09043A   22189.31742758 -.00000043  00000+0  00000+0 0  9993
2 35752  55.0857  84.6876 0058862  59.4829   7.5769  2.00554538 94480
GPS BIIF-1  (PRN 25)    
1 36585U 10022A   22189.52981859  .00000010  00000+0  00000+0 0  9990
2 36585  54.7881 266.6683 0102661  56.9457 281.3559  2.00566286 88713
GPS BIIF-2  (PRN 01)    
1 37753U 11036A   22189.44023571 -.00000056  00000+0  00000+0 0  9994
2 37753  56.6159  27.8863 0118320  52.5177 305.8326  2.00565485 80397
GPS BIIF-3  (PRN 24)    
1 38833U 12053A   22189.42682176  .00000115  00000+0  00000+0 0  9999
2 38833  53.5305 202.4909 0124443  46.2746 314.7972  2.00562041 70562
GPS BIIF-4  (PRN 27)    
1 39166U 13023A   22189.28524499 -.00000065  00000+0  00000+0 0  9999
2 39166  55.6836 327.0218 0104005  38.5781 322.1631  2.00565702 67003
GPS BIIF-5  (PRN 30)    
1 39533U 14008A   22189.28527874  .00000112  00000+0  00000+0 0  9993
2 39533  53.6238 208.0051 0060445 209.2865 150.4280  2.00554676 60808
GPS BIIF-6  (PRN 06)    
1 39741U 14026A   22189.56612411 -.00000055  00000+0  00000+0 0  9994
2 39741  56.5774  27.4072 0026372 307.4028  52.4094  2.00554491 59666
GPS BIIF-7  (PRN 09)    
1 40105U 14045A   22189.14948670  .00000060  00000+0  00000+0 0  9999
2 40105  54.6971 145.9783 0020026 111.4012 248.7915  2.00548577 57197
GPS BIIF-8  (PRN 03)    
1 40294U 14068A   22189.02700981 -.00000039  00000+0  00000+0 0  9998
2 40294  55.8294  87.1224 0041655  55.3199 305.1079  2.00572957 56329
GPS BIIF-9  (PRN 26)    
1 40534U 15013A   22189.16652991  .00000013  00000+0  00000+0 0  9999
2 40534  53.6894 263.8382 0068878  20.3653 339.9755  2.00551109 52945
GPS BIIF-10 (PRN 08)    
1 40730U 15033A   22189.33034630 -.00000065  00000+0  00000+0 0  9990
2 40730  55.1815 325.8395 0073466   7.9574 352.1612  2.00577413 51111
GPS BIIF-11 (PRN 10)    
1 41019U 15062A   22188.87599992 -.00000038  00000+0  00000+0 0  9998
2 41019  55.8176  86.9717 0078201 217.9690 141.5138  2.00562652 48945
GPS BIIF-12 (PRN 32)    
1 41328U 16007A   22189.46499171  .00000058  00000+0  00000+0 0  9996
2 41328  54.9142 146.6427 0062164 230.7523 128.6736  2.00569760 46969
GPS BIII-1  (PRN 04)    
1 43873U 18109A   22189.37081546  .00000064  00000+0  00000+0 0  9998
2 43873  55.0940 149.0697 0019253 195.7493 351.8089  2.00572450 26146
GPS BIII-2  (PRN 18)    
1 44506U 19056A   22189.24502823 -.00000058  00000+0  00000+0 0  9990
2 44506  55.6890  28.2215 0025052 177.5740 179.8424  2.00557399 21186
GPS BIII-3  (PRN 23)    
1 45854U 20041A   22189.55158824 -.00000042  00000+0  00000+0 0  9998
2 45854  55.5365  85.4799 0023129 177.0989 337.9659  2.00558699 15166
GPS BIII-4  (PRN 14)    
1 46826U 20078A   22189.57671322  .00000005  00000+0  00000+0 0  9991
2 46826  54.5527 269.2401 0021051 188.6373 320.0813  2.00564877 12633
GPS BIII-5  (PRN 11)    
1 48859U 21054A   22189.58176772 -.00000059  00000+0  00000+0 0  9994
2 48859  55.1953  30.1978 0005189 189.1363 147.2671  2.00572273  7874
